name	kind	volume	chapter_code	chapter_title	label	source_path
Local homomorphism	definition	VI	VI/11	Local Rings and Residue Fields	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex
Local isometry of surfaces	definition	VII	VII/15	First and Second Fundamental Forms	def:vii15-local-isometry	books/vol07_differential_geometry/chapters/ch15_first_and_second_fundamental_forms/chapter.tex
Local lifting criterion for epimorphisms	theorem	VI	VI/16	Exact Sequences of Sheaves	thm:vi16-epi-local	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/chapter.tex
Local lifts produce a cocycle	proposition	VI	VI/48	Exact Sequences and Cohomology	prop:vi48-local-lift	books/vol06_algebraic_geometry/chapters/ch48_exact_sequences_and_cohomology/chapter.tex
Local minimality criterion	theorem	V	V/25	Minimal Resolutions	thm:v25-01	books/vol05_commutative_algebra/chapters/ch25_minimal_resolutions/chapter.tex
Local minimization	theorem	VII	VII/23	Geodesics	thm:vii23-local-min	books/vol07_differential_geometry/chapters/ch23_geodesics/chapter.tex
Local obstruction at the vertex	proposition	VI	VI/41	Divisor Class Groups	prop:vi41-local-cone-class	books/vol06_algebraic_geometry/chapters/ch41_divisor_class_groups/chapter.tex
Local ramification model	theorem	IV	IV/24	Branched Coverings	thm:iv24-01	books/vol04_complex_analysis/chapters/ch24_branched_coverings/chapter.tex
Local representability	proposition	VI	VI/14	Sheafification	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch14_sheafification/chapter.tex
Local ring	definition	VI	VI/11	Local Rings and Residue Fields	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex
Local ring does not change after shrinking around the point	proposition	VI	VI/11	Local Rings and Residue Fields	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex
Local section versus trivialization	proposition	VII	VII/08	Principal and Frame Bundles	prop:vii08-local-section	books/vol07_differential_geometry/chapters/ch08_principal_and_frame_bundles/chapter.tex
Local sign	definition	VIII	VIII/03	Degree of Maps	def:viii03-local-sign	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex
Local unit normal	definition	VII	VII/14	Regular Surfaces	def:vii14-unit-normal	books/vol07_differential_geometry/chapters/ch14_regular_surfaces/chapter.tex
Local unit normal	definition	VII	VII/16	The Gauss Map and Shape Operator	def:vii16-local-normal	books/vol07_differential_geometry/chapters/ch16_the_gauss_map_and_shape_operator/chapter.tex
Local zero factorization	theorem	IV	IV/07	Zeros and the Identity Theorem	thm:iv07-01	books/vol04_complex_analysis/chapters/ch07_zeros_and_the_identity_theorem/chapter.tex
Local-equation description	proposition	VI	VI/40	Cartier Divisors	prop:vi40-local-equations	books/vol06_algebraic_geometry/chapters/ch40_cartier_divisors/chapter.tex
Local-ring characterization of codimension	theorem	VI	VI/31	Codimension	thm:vi31-inf-local	books/vol06_algebraic_geometry/chapters/ch31_codimension/chapter.tex
Local-ring dimension	definition	VI	VI/32	Tangent Spaces and Local Geometry	def:vi32-local-dim	books/vol06_algebraic_geometry/chapters/ch32_tangent_spaces_and_local_geometry/chapter.tex
Locality	theorem	VII	VII/03	Smooth Maps and Diffeomorphisms	thm:vii03-locality	books/vol07_differential_geometry/chapters/ch03_smooth_maps_and_diffeomorphisms/chapter.tex
Localization after quotient	proposition	VI	VI/11	Local Rings and Residue Fields	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex
Localization cannot increase dimension	proposition	VI	VI/29	Krull Dimension	prop:vi29-localization-dimension	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/chapter.tex
Localization commutes with quotient	theorem	V	V/06	Localization of Rings	thm:v06-03	books/vol05_commutative_algebra/chapters/ch06_localization_of_rings/chapter.tex
Localization commutes with quotient	theorem	V	V/07	Localization of Modules	thm:v07-03	books/vol05_commutative_algebra/chapters/ch07_localization_of_modules/chapter.tex
Localization exact sequence	theorem	VI	VI/41	Divisor Class Groups	thm:vi41-localization	books/vol06_algebraic_geometry/chapters/ch41_divisor_class_groups/chapter.tex
Localization is flat	theorem	V	V/14	Flat Modules	thm:v14-03	books/vol05_commutative_algebra/chapters/ch14_flat_modules/chapter.tex
Localization of Hom for finitely presented modules	theorem	V	V/12	Hom and Finitely Presented Modules	thm:v12-03	books/vol05_commutative_algebra/chapters/ch12_hom_and_finitely_presented_modules/chapter.tex
Localization of integral closure	theorem	V	V/20	Integral Closure and Normalization	thm:v20-02	books/vol05_commutative_algebra/chapters/ch20_integral_closure_and_normalization/chapter.tex
Locally conformally flat	definition	VII	VII/28	Weyl Curvature	def:vii28-lcf	books/vol07_differential_geometry/chapters/ch28_weyl_curvature/chapter.tex
Locally constant functions	proposition	VI	VI/13	Sheaves and Stalks	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch13_sheaves_stalks/chapter.tex
Locally Euclidean space	definition	VII	VII/01	Topological Manifolds	def:vii01-locally-euclidean	books/vol07_differential_geometry/chapters/ch01_topological_manifolds/chapter.tex
Locally factorial	definition	VI	VI/40	Cartier Divisors	def:vi40-locally-factorial	books/vol06_algebraic_geometry/chapters/ch40_cartier_divisors/chapter.tex
Locally factorial	definition	VI	VI/41	Divisor Class Groups	def:vi41-locally-factorial	books/vol06_algebraic_geometry/chapters/ch41_divisor_class_groups/chapter.tex
Locally factorial comparison	corollary	VI	VI/42	Line Bundles and Picard Groups	cor:vi42-locally-factorial	books/vol06_algebraic_geometry/chapters/ch42_line_bundles_and_picard_groups/chapter.tex
Locally factorial criterion	theorem	VI	VI/40	Cartier Divisors	thm:vi40-factorial-weil-cartier	books/vol06_algebraic_geometry/chapters/ch40_cartier_divisors/chapter.tex
Locally finite	definition	VIII	VIII/06	CW Complexes	def:viii06-locally-finite	books/vol08_algebraic_topology/chapters/ch06_cw_complexes/chapter.tex
Locally free sheaf	definition	VI	VI/33	Graded Rings	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch33_o_x_modules_quasicoherent/chapter.tex
Locally in the image	theorem	VI	VI/15	Kernels, Images and Quotients of Sheaves	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/chapter.tex
Locally Noetherian and Noetherian	definition	VI	VI/26	Finite-Type and Noetherian Morphisms	def:vi26-noetherian-scheme	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/chapter.tex
Locally of finite type	definition	VI	VI/26	Finite-Type and Noetherian Morphisms	def:vi26-lft	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/chapter.tex
Log-convex interpolation	theorem	III	III/07	Hölder, Minkowski and Interpolation	thm:iii07-03	books/vol03_fourier_distributions_pde/chapters/ch07_h_lder_minkowski_and_interpolation/chapter.tex
Logarithm branch criterion	theorem	IV	IV/14	Branches of the Logarithm and Roots	thm:iv14-01	books/vol04_complex_analysis/chapters/ch14_branches_of_the_logarithm_and_roots/chapter.tex
Long exact sequence of a pair	theorem	VIII	VIII/19	Relative Homology and Exact Sequences	thm:viii19-les-pair	books/vol08_algebraic_topology/chapters/ch19_relative_homology_and_exact_sequences/chapter.tex
Long exact sequence of a triple	theorem	VIII	VIII/19	Relative Homology and Exact Sequences	thm:viii19-les-triple	books/vol08_algebraic_topology/chapters/ch19_relative_homology_and_exact_sequences/chapter.tex
Lorentzian distance	theorem	VII	VII/36	Hyperbolic Three-Space and PSL(2,C)	thm:vii36-lorentz-distance	books/vol07_differential_geometry/chapters/ch36_hyperbolic_three_space_and_psl_2_c/chapter.tex
Lorentzian metric	definition	VII	VII/29	Indefinite Metrics	def:vii29-lorentzian	books/vol07_differential_geometry/chapters/ch29_indefinite_metrics/chapter.tex
Lorentzian orthogonal complements	proposition	VII	VII/30	Riemannian versus Lorentzian Geometry	prop:vii30-orth	books/vol07_differential_geometry/chapters/ch30_riemannian_versus_lorentzian_geometry/chapter.tex
Loxodromic element	definition	VII	VII/36	Hyperbolic Three-Space and PSL(2,C)	def:vii36-loxodromic	books/vol07_differential_geometry/chapters/ch36_hyperbolic_three_space_and_psl_2_c/chapter.tex
Lumped barycentric mass	definition	VII	VII/41	Discrete Laplacians	def:vii41-lumped	books/vol07_differential_geometry/chapters/ch41_discrete_laplacians/chapter.tex
Manifold dimension	corollary	VII	VII/03	Smooth Maps and Diffeomorphisms	cor:vii03-manifold-dimension	books/vol07_differential_geometry/chapters/ch03_smooth_maps_and_diffeomorphisms/chapter.tex
Map of mapping cones	proposition	VIII	VIII/07	Mapping Cones	prop:viii07-functorial	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex
Mapping cone	definition	VIII	VIII/07	Mapping Cones	def:viii07-mapping-cone	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex
Mapping cone	definition	VIII	VIII/24	Mapping Cones of Chain Maps	def:viii24-cone	books/vol08_algebraic_topology/chapters/ch24_mapping_cones_of_chain_maps/chapter.tex
Mapping cylinder	definition	VIII	VIII/07	Mapping Cones	def:viii07-mapping-cylinder	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex
Matrix composition rule	theorem	I	I/07	Matrix Representation of Linear Maps	thm:i07-01	books/vol01_linear_algebra/chapters/ch07_matrix_representation_of_linear_maps/chapter.tex
Matrix relation	theorem	VII	VII/16	The Gauss Map and Shape Operator	thm:vii16-matrix	books/vol07_differential_geometry/chapters/ch16_the_gauss_map_and_shape_operator/chapter.tex
Maximal atlas	theorem	VII	VII/02	Smooth Structures and Atlases	thm:vii02-maximal-atlas	books/vol07_differential_geometry/chapters/ch02_smooth_structures_and_atlases/chapter.tex
Maximal disjoint ideal is prime	theorem	V	V/05	Multiplicative Systems	thm:v05-01	books/vol05_commutative_algebra/chapters/ch05_multiplicative_systems/chapter.tex
Maximal ideals	corollary	VI	VI/11	Local Rings and Residue Fields	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex
Maximal ideals are prime	corollary	VI	VI/06	Prime Ideals as Geometric Points	cor:vi06-maximal-prime	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/chapter.tex
Maximal implies prime	theorem	V	V/02	Prime and Maximal Ideals	thm:v02-03	books/vol05_commutative_algebra/chapters/ch02_prime_and_maximal_ideals/chapter.tex
Maximal quotient criterion	theorem	V	V/02	Prime and Maximal Ideals	thm:v02-02	books/vol05_commutative_algebra/chapters/ch02_prime_and_maximal_ideals/chapter.tex
Maximal-local detection	theorem	V	V/16	Support	thm:v16-03	books/vol05_commutative_algebra/chapters/ch16_support/chapter.tex
Mean curvature	definition	VII	VII/17	Principal, Gaussian and Mean Curvature	def:vii17-mean	books/vol07_differential_geometry/chapters/ch17_principal_gaussian_and_mean_curvature/chapter.tex
Meromorphic continuation	theorem	IV	IV/19	The Gamma Function	thm:iv19-02	books/vol04_complex_analysis/chapters/ch19_the_gamma_function/chapter.tex
Metric coefficients	definition	VII	VII/15	First and Second Fundamental Forms	def:vii15-EFG	books/vol07_differential_geometry/chapters/ch15_first_and_second_fundamental_forms/chapter.tex
Metric duals	proposition	VII	VII/24	Parallel Transport	prop:vii24-musical	books/vol07_differential_geometry/chapters/ch24_parallel_transport/chapter.tex
Metric invariance	theorem	VII	VII/33	Möbius Transformations and PSL(2,R)	thm:vii33-metric-invariance	books/vol07_differential_geometry/chapters/ch33_m_bius_transformations_and_psl_2_r/chapter.tex
Metric normalization	theorem	VII	VII/23	Geodesics	thm:vii23-normal-metric	books/vol07_differential_geometry/chapters/ch23_geodesics/chapter.tex
Metric preservation	theorem	VII	VII/24	Parallel Transport	thm:vii24-metric	books/vol07_differential_geometry/chapters/ch24_parallel_transport/chapter.tex
Metric property	proposition	VII	VII/38	Discrete Geodesic Problems	prop:vii38-metric	books/vol07_differential_geometry/chapters/ch38_discrete_geodesic_problems/chapter.tex
Metric-compatible connection	definition	VII	VII/22	The Levi–Civita Connection	def:vii22-metric-compatible	books/vol07_differential_geometry/chapters/ch22_the_levi_civita_connection/chapter.tex
Metric-space property	theorem	VII	VII/20	Riemannian Metrics	thm:vii20-distance-metric	books/vol07_differential_geometry/chapters/ch20_riemannian_metrics/chapter.tex
Meusnier normal-curvature principle	theorem	VII	VII/16	The Gauss Map and Shape Operator	thm:vii16-meusnier	books/vol07_differential_geometry/chapters/ch16_the_gauss_map_and_shape_operator/chapter.tex
Minimal normal enlargement	proposition	VI	VI/28	Normalization	prop:vi28-minimal-normal	books/vol06_algebraic_geometry/chapters/ch28_normalization/chapter.tex
Minimal primes are component-generic points	theorem	VI	VI/09	Generic and Closed Points	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/chapter.tex
Minimal sphere structure	proposition	VIII	VIII/05	Cell Attachments	prop:viii05-sphere	books/vol08_algebraic_topology/chapters/ch05_cell_attachments/chapter.tex
Minimal support primes are associated	theorem	V	V/17	Associated Primes	thm:v17-03	books/vol05_commutative_algebra/chapters/ch17_associated_primes/chapter.tex
Minimal surface	definition	VII	VII/19	Minimal Surfaces	def:vii19-minimal	books/vol07_differential_geometry/chapters/ch19_minimal_surfaces/chapter.tex
Minimal-polynomial criterion	theorem	I	I/11	Diagonalization and Minimal Polynomials	thm:i11-02	books/vol01_linear_algebra/chapters/ch11_diagonalization_and_minimal_polynomials/chapter.tex
Minimal-surface equation	theorem	VII	VII/19	Minimal Surfaces	thm:vii19-mse	books/vol07_differential_geometry/chapters/ch19_minimal_surfaces/chapter.tex
Minkowski inequality	theorem	III	III/07	Hölder, Minkowski and Interpolation	thm:iii07-02	books/vol03_fourier_distributions_pde/chapters/ch07_h_lder_minkowski_and_interpolation/chapter.tex
ML inequality	theorem	IV	IV/04	Complex Integration	thm:iv04-02	books/vol04_complex_analysis/chapters/ch04_complex_integration/chapter.tex
Mollifier commutation	theorem	III	III/20	Weak Derivatives	thm:iii20-03	books/vol03_fourier_distributions_pde/chapters/ch20_weak_derivatives/chapter.tex
Monotone convergence	theorem	II	II/03	Sequences and Cauchy Sequences	thm:ii03-02	books/vol02_real_analysis/chapters/ch03_sequences_and_cauchy_sequences/chapter.tex
Monotone convergence theorem	theorem	III	III/04	Convergence Theorems	thm:iii04-01	books/vol03_fourier_distributions_pde/chapters/ch04_convergence_theorems/chapter.tex
Monotone functions are Riemann integrable	theorem	II	II/10	Riemann Integration	thm:ii10-04	books/vol02_real_analysis/chapters/ch10_riemann_integration/chapter.tex
Monotone reparameterization	lemma	VIII	VIII/01	Homotopies of Maps	lem:viii01-reparam	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
Morphism of presheaves	definition	VI	VI/12	Presheaves	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch12_presheaves/chapter.tex
Morphisms are determined stalkwise	corollary	VI	VI/13	Sheaves and Stalks	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch13_sheaves_stalks/chapter.tex
Morphisms of affine algebraic sets	definition	VI	VI/04	Morphisms of Affine Algebraic Sets	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/chapter.tex
Morphisms preserve specialization	proposition	VI	VI/21	Schemes and Their Points	prop:vi21-specialization	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/chapter.tex
Multi-source Dijkstra	proposition	VII	VII/39	Graph and Exact Mesh Geodesics	prop:vii39-multisource	books/vol07_differential_geometry/chapters/ch39_graph_and_exact_mesh_geodesics/chapter.tex
Multiplicativity of determinant	theorem	I	I/08	Determinants and Trace	thm:i08-01	books/vol01_linear_algebra/chapters/ch08_determinants_and_trace/chapter.tex
Multiplicity becomes exceptional multiplicity	proposition	VI	VI/45	Blow-Ups	prop:vi45-total-transform-formula	books/vol06_algebraic_geometry/chapters/ch45_blow_ups/chapter.tex
Möbius derivative	proposition	VII	VII/33	Möbius Transformations and PSL(2,R)	prop:vii33-derivative	books/vol07_differential_geometry/chapters/ch33_m_bius_transformations_and_psl_2_r/chapter.tex
Möbius transformation	definition	VII	VII/33	Möbius Transformations and PSL(2,R)	def:vii33-mobius	books/vol07_differential_geometry/chapters/ch33_m_bius_transformations_and_psl_2_r/chapter.tex
Naturality	theorem	VIII	VIII/29	Cup Products	thm:viii29-naturality	books/vol08_algebraic_topology/chapters/ch29_cup_products/chapter.tex
